Qtime,Qindustry,Qtitle,Qwork_title,Qlanguages,Qfirst_language,Qr_experience,Qr_year,Qtime_to_proficiency,Qr_learning_path,Qreason_to_learn,Qr_use,Qr_length_to_success,Qr_difficulty,Qr_reason_experienced,Qr_how_often_used,Qr_enjoyment,Qr_difficulty_experienced,Qtidyverse_learning,Qtidyverse_today,Qshiny,Qunit_tests,Qlike_best,Qlike_least,Qrecommend,Qused_for,Qmost_difficult_aspect,blank_question,Qnot_live_without,Qcapability_missing,Qtools,Qchange_one_thing,Qyear_born,Qgender,Qcountry,Qethnicity,Qdegree,Qteam_r_users,Qversion_control,Qtools_with_r,Qobstacles_to_starting,Qbiggest_difficulty,Qhow_to_learn_r,learner_type,Qgender_coded
2018-12-11T19:27:41Z,Research,Business developer,Consultant or Advisor,Excel,Excel,Intermediate,2016,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,It was part of a course I took,More than once a day,5,3,Yes,Usually,Frequently -- I frequently use or build Shiny applications,Never -- I don't write unit tests,You can anything that you want,not be user firendly,10,"Statistical analysis, Visualization, Financial analysis",NA,NA,Tidyverse,NA,NA,NA,NA,NA,NA,NA,NA,2,I don't know what version control is.,"Microsoft Excel, Shinyapps.io, SPSS",NA,"Finding proper packages to use, Language irregularities",NA,Early Learner,NA
2018-12-11T20:20:37Z,Natural Resources and Mining,Agronomy,Data scientist or analyst,"Excel, Javascript, PHP, Ruby",R,Intermediate,2016,Weeks,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,Between once a day and once a week,4,2,Yes,Usually,Frequently -- I frequently use or build Shiny applications,Never -- I don't write unit tests,NA,NA,10,"Statistical analysis, Modeling, Visualization, Machine learning",NA,NA,NA,NA,NA,NA,1978,male,Argentina,Hispanic/Latinx,"Some college or university, no college degree",2,Frequently -- I use version control on most of the code that I write,"RStudio Desktop (IDE), Shinyapps.io, Shiny Server",NA,Error messages,NA,Early Learner,male
2018-12-11T20:38:04Z,Education,Assistant Professor,Educator,"C/C++, Matlab, SPSS",C/C++,Intermediate,2014,Years,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,More than once a day,5,3,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,The community,The cryptic error messages (it's getting better),10,"Statistical analysis, Data transformation, Modeling, Visualization, Text processing, Survey analysis",NA,NA,Everything in the tidyverse,Something to help teachers of R,NA,A built-in guide that helps newcomers get acquainted,1980,male,United States of America,Asian,"Doctorate (e.g. PhD, EdD)",1,"Rarely -- I know how to use version control on projects that require it, but it's not part of my normal workflow",RStudio Desktop (IDE),NA,Using the R command line interface,NA,Early Learner,male
2018-12-11T21:09:38Z,"Government Services (Federal, State, or Local)",Data analyst,Data scientist or analyst,"Excel, Python, Tableau, Stata",Stata (SAS was included but no Stata?! The disrespect!),Intermediate,2015,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,"I wanted to use a specific R package (e.g., ggplot2, caret, rmarkdown)",Between once a day and once a week,4,3,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Never -- I don't write unit tests,Great visualization packages and intuitive data analysis tools,Recoding data can be tedious and not very intuitive,10,"Statistical analysis, Data transformation, Visualization, Survey analysis",NA,NA,Tidyverse,Can't think of anything,NA,NA,1990,male,United States of America,White,"Bachelor’s degree (e.g. BA, BS)",5,Never -- I don't use version control for my R code,"Python, RStudio Desktop (IDE), Shinyapps.io, Shiny Server, Stata",NA,"Error messages, Getting started",NA,Early Learner,male
2018-12-11T21:12:18Z,Not Employed,Freelance,Researcher,"Excel, Tableau",R,Intermediate,2016,Years,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,I thought it would open new career opportunities,Between once a week and once a month,5,3,Yes,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",Never -- I don't write unit tests,Rationale,NA,9,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning",NA,NA,Dplyr,Machine learning ;! Have read that is inferior to python in that respect,NA,Shine not intuitive,1970,male,United States of America,Black/African,"Bachelor’s degree (e.g. BA, BS)",1,Never -- I don't use version control for my R code,"RStudio Desktop (IDE), Shinyapps.io, Shiny Server",NA,Error messages,NA,Early Learner,male
2018-12-11T21:22:26Z,Health Care and Medicine,Medicare Enrollment Specialist,Student,"C/C++, Excel, Python, SQL",C/C++,Intermediate,2018,I don't feel proficient in R yet.,In-person course (including bootcamps and workshops as well as more formal courses),NA,NA,NA,NA,It was part of a course I took,Less than once a month,4,4,No,Usually,"Rarely -- I know how to use Shiny, but it's not part of my regular work",I don't know what unit tests are,Problem Solving,"I can think about a solution to a problem in metal directions, but it is harder to express in code. I find it most difficult to do in R because of the extra steps required to learn how to do any specific task.",10,"Data transformation, Visualization, Text processing",NA,NA,tidyverse,"What I might call mungr. It analyzes data automatically without direction and gives quick visualizations and statistics for further investigation. I started working on this, but I usually just watch Netflix when I get home.",NA,I would make it faster.,1993,male,United States of America,White,"Some college or university, no college degree",0,Sometimes -- I use version control on critical parts of my work,"Microsoft Excel, RStudio Connect",NA,Differences between packages: Syntax inconsistencies.,NA,Recent Learner,male
2018-12-11T21:43:38Z,Arts and Entertainment,NA,Data scientist or analyst,"Excel, Python, SPSS, Tableau, Visual Basic",Excel,Intermediate,2016,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,More than once a day,5,3,Yes,Usually,Sometimes -- I use or build Shiny applications occasionally,Never -- I don't write unit tests,The community and open source tools that improve functionality,"That most others I work with don't know it, and so by using R I sacrifice collaboration and risk that my work won't live past me (I've taught many people to use R, but harder to get buy-in for those outside my team)",10,"Statistical analysis, Data transformation, Modeling, Visualization, Machine learning, Text processing, Financial analysis",NA,NA,"Tools for manipulating, reshaping, and tidying data",More frameworks for unifying APIs and syntax (such as parsnip),NA,"Rstudio is a great development environment, but I'd like better support for R in other IDEs and editors",1985,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",3,Frequently -- I use version control on most of the code that I write,"Microsoft Excel, RStudio Desktop (IDE), Shinyapps.io",NA,Getting started,NA,Early Learner,male
2018-12-11T22:20:15Z,Financial Services and Activities,NA,Financial professional,"Excel, Visual Basic",Excel,Beginner,2017,Months,"Online course (e.g., Coursera, edX, Datacamp)",NA,NA,NA,NA,It was required for my work,Between once a day and once a week,5,4,Yes,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,NA,NA,9,Visualization,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sometimes -- I use version control on critical parts of my work,Microsoft Excel,NA,Data types,NA,Recent Learner,NA
2018-12-11T23:09:19Z,Education,Researcher,Data scientist or analyst,"Excel, SPSS, Tableau",Excel,Intermediate,2011,Months,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I was personally interested,More than once a day,5,2,No,Occasionally,Never -- I don't use Shiny.,Never -- I don't write unit tests,straightforward and can always find help/tutorials online,NA,10,"Statistical analysis, Data transformation, Survey analysis",NA,NA,NA,NA,NA,NA,1982,male,United States of America,White,"Master’s degree (e.g. MA, MS, MEd)",5,Never -- I don't use version control for my R code,"Microsoft Excel, SPSS",NA,"Data types, Finding proper packages to use, Language irregularities",NA,Early Learner,male
2018-12-12T00:16:39Z,Information Technologies,Intern,Data scientist or analyst,"C/C++, Excel, Java, Hadoop, Apache Pig, Apache Hive",Foxpro when I was a child 8-10 years old.,Beginner,2018,I don't feel proficient in R yet.,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I thought it would open new career opportunities,More than once a day,4,3,I don't know what the tidyverse is,I don't know what tidyverse is,Frequently -- I frequently use or build Shiny applications,I don't know what unit tests are,"Till date any analytic problem I faced can be easily solved with R. Further, the active community provide help whenever needed.",Finding what package to be used for specific problem. Learning those packages for requirement is though.,8,"Statistical analysis, Data transformation, Modeling, Visualization, Creating applications using shiny app. I am still learning it.",NA,NA,"Shiny app, ggplot2, dplyr, ODBC. These are currently I am using and gained some experience in them.","Creating dynamic and beautiful Charts like in Microsoft PowerBI. In which charts are also reactive. Clicking a bar in bar chart of PowerBI will update all other charts linked with it. In R these charts are static drill down can only be done by using selectInputs. (Or, I might not have learned that yet.)",NA,"Automatically, loading the package if a function is called. For example if I write dbGetQuery(), instantly odbc package is installed. Also, the RStudio should be smart like have some AI,  that can help with using functions and give information like {""this function or package is depreciated and we can use a new function or package in place of that which is easier to use and give better results.""} Something like this. ; )",1994,male,India,Prefer not to answer,"Master’s degree (e.g. MA, MS, MEd)",0,I don't know what version control is.,"Microsoft Excel, R Command Line (i.e., the native R terminal interface), RStudio Desktop (IDE), Shinyapps.io, SSMS",NA,"Finding proper packages to use, Language irregularities, Managing packages",NA,Recent Learner,male
2018-12-12T00:24:53Z,Research,Post Doc Fellow,Researcher,"C/C++, PHP, Python",C/C++,Intermediate,2013,I don't feel proficient in R yet.,By myself using a book or online documentation that was not part of a formal course,NA,NA,NA,NA,I wanted to do statistical analyses,Between once a day and once a week,4,3,No,Usually,Never -- I don't use Shiny.,Never -- I don't write unit tests,It has many packages for statistics and visualizations and it's free software,The help options could be improved,9,"Statistical analysis, Visualization, Genomics",NA,NA,ggplot2,Don't know,NA,Don't know,1980,male,United States of America,Prefer not to answer,"Doctorate (e.g. PhD, EdD)",2,Never -- I don't use version control for my R code,"R Command Line (i.e., the native R terminal interface)",NA,Language syntax,NA,Early Learner,male
2018-12-12T02:50:22Z,Financial Services and Activities,Credit Risk Analytics Consultant,Software developer,"C/C++, Excel, Java, SAS, Visual Basic, C#, Perl, Pascal",AppleSoft BASIC,Intermediate,2016,Months,"Tryr on Codeschool, then used an ebook by Roger Peng and experimented in RStudio.",NA,NA,NA,NA,It was part of a course I took,Less than once a month,4,2,No,Never,I don't know what Shiny is.,Frequently -- I write unit tests for most of the code that I write,"1) Flexible routines that work with scalers, vectors, and matrices.
2) Free and Libre.
3) ggplot2",It's sort of painful to do test-driven development.,9,"Statistical analysis, Modeling, Machine learning",NA,NA,Ggplot2,"SAS formats. SAS is tons better than R at things like converting the string ""$1,234,567.89"" to a numeric data type. In addition to the built-in formats, I frequently create my own with PROC FORMAT. These formats work seamlessly with data steps and most PROCs.",NA,NA,1973,male,United States of America,White,"One or more graduate courses, no graduate degree",1,Never -- I don't use version control for my R code,RStudio Desktop (IDE),NA,"Language syntax, Language irregularities",NA,Early Learner,male
